date,time,A_B,A_C,A_D,B_A,B_C,B_D,C_A,C_B,C_D,D_A,D_B,D_C
0023-01-22,3,0.5,0.555555555555556,0.434782608695652,0.875,0.1875,0.75,0.5,0.4375,1,0.130434782608696,0.65,0.6875
0024-01-22,4,0.6875,0.277777777777778,0.260869565217391,0.25,0.1875,1,0.388888888888889,0.75,0.5625,0.391304347826087,0.15,1
0025-01-22,5,0.1875,0.277777777777778,0.173913043478261,0.5625,1,0.4,0.666666666666667,0.4375,0.75,0.565217391304348,0.35,0.9375
0026-01-22,6,0.1875,0.0555555555555556,0.826086956521739,0,0.75,0.8,0.777777777777778,0.0625,0.125,0.217391304347826,0.1,0.875
0027-01-22,7,0.9375,0.277777777777778,0.695652173913043,0.6875,0,0.75,1,0.125,0.3125,0,0.15,0.8125
0028-01-22,8,0,0.0555555555555556,0.652173913043478,0.4375,0.4375,0.3,1,0.75,0.9375,0.0869565217391304,0.2,0.4375
0029-01-22,9,0.375,0.277777777777778,0.0434782608695652,0.5,0.5625,0.25,0.111111111111111,1,1,0.0869565217391304,0.15,0.875
0030-01-22,10,0.5,0.722222222222222,0.260869565217391,0.125,0.25,0.2,0.666666666666667,0.625,0.1875,0.0434782608695652,1,0.75
0031-01-22,11,0.625,0.611111111111111,0.869565217391304,0.3125,0.375,0.2,0.888888888888889,0.375,0,0.478260869565217,0.05,0.5
0001-02-22,12,0.625,0.388888888888889,0.260869565217391,0,0.75,0.95,0.166666666666667,0.3125,0.375,0.347826086956522,0.95,0.5
0002-02-22,13,0.125,0.888888888888889,0.260869565217391,0,0.3125,0.55,0.555555555555556,0,0.25,0.304347826086957,0.75,0
0003-02-22,14,0.5625,0.5,0.260869565217391,0.75,1,0.45,0.277777777777778,0.9375,0.625,0.217391304347826,0.6,0.8125
0004-02-22,15,0.3125,0.444444444444444,0.565217391304348,0.125,0.25,0.6,0.333333333333333,0.8125,0.4375,0.956521739130435,0.45,0.0625
0005-02-22,16,0.4375,0,0.391304347826087,0.875,0.5,0.65,1,0.25,0.1875,1,0.05,0.6875
0006-02-22,17,0.1875,0.777777777777778,0.956521739130435,0.3125,0.6875,0.4,0.444444444444444,0.375,0.5,0.826086956521739,0.5,0.125
0007-02-22,18,0.1875,0.833333333333333,0.347826086956522,0.625,0.125,0.8,0.944444444444444,0.875,1,0.739130434782609,0.45,0.6875
0008-02-22,19,0.9375,0.611111111111111,0.782608695652174,0.6875,0.6875,0.85,0.722222222222222,0.5625,0.6875,0.0869565217391304,0.3,0
0009-02-22,20,0.6875,0.166666666666667,0.91304347826087,0.8125,0.4375,0.4,0.277777777777778,0.75,0.5625,0.826086956521739,0.95,0.875
0010-02-22,21,0.125,0.388888888888889,0.478260869565217,0.125,0.5625,0.1,0.5,1,0,0.217391304347826,0.45,0.375
0011-02-22,22,0.6875,0.111111111111111,0.0434782608695652,0.8125,0.0625,0.25,0.555555555555556,0.25,0.75,0.217391304347826,0.4,0.375
0012-02-22,23,0.9375,0.388888888888889,0.608695652173913,0.25,0.5625,0.7,0.611111111111111,0,0.5,0.652173913043478,0.7,1
0013-02-22,0,0.625,0.166666666666667,0.91304347826087,1,0.0625,0.3,1,0.375,0.8125,0.608695652173913,0.7,0.25
0014-02-22,1,0.0625,0.222222222222222,1,0.5625,0.875,0.15,0.0555555555555556,0,0.625,0.956521739130435,0.9,0.125
0015-02-22,2,0.5625,0.555555555555556,0.695652173913043,0.375,0.9375,0.55,0.777777777777778,0.75,1,0.608695652173913,0.05,0.25
0016-02-22,3,0.3125,0.444444444444444,0.608695652173913,0.625,0,0.05,0.111111111111111,0.5,0.25,0.391304347826087,0.1,0.1875
0017-02-22,4,0.375,0.388888888888889,0.391304347826087,0.125,0.75,0.8,0.611111111111111,0.3125,1,1,0.65,0.375
0018-02-22,5,0.9375,1,0.695652173913043,0.375,0.75,0.6,0.111111111111111,0.125,0.4375,0.869565217391304,0.8,0.1875
0019-02-22,6,0.875,1,0.826086956521739,0.875,0.25,0.3,0.5,0.25,0.75,0.0434782608695652,0.1,0.125
0020-02-22,7,0.25,0.222222222222222,0.869565217391304,0.125,0.625,0.2,0.833333333333333,1,0.25,0.91304347826087,0.9,0.8125
0021-02-22,8,0.5625,0.277777777777778,0.434782608695652,0.3125,0.5,1,0.611111111111111,0.375,0.9375,0.173913043478261,0,0.625
0022-02-22,9,0.375,0,0.826086956521739,0.8125,0.125,0.6,0.333333333333333,0.375,0.4375,0.478260869565217,0.05,0.375
0023-02-22,10,0.375,0.666666666666667,0.347826086956522,0.4375,0.5625,0.25,0.944444444444444,0.125,0.5,0.608695652173913,1,0
0024-02-22,11,0.25,1,0.608695652173913,0.4375,0.3125,0.75,0.833333333333333,0.625,0.875,0.521739130434783,0.15,0.8125
0025-02-22,12,0.875,0.944444444444444,0.130434782608696,0,0.9375,0.25,0.333333333333333,0.25,0.625,0.782608695652174,0.45,0.4375
0026-02-22,13,0.5,0.5,0,0.5,0.9375,0.2,0.833333333333333,0.6875,0.875,0,0.65,0.875
0027-02-22,14,0.8125,0.222222222222222,0.652173913043478,0,0.375,0.65,0.333333333333333,0.0625,0.3125,0.608695652173913,0.65,0
0028-02-22,15,0.6875,0.111111111111111,0.0434782608695652,0.875,0.9375,0.9,0.777777777777778,0.1875,0,0.826086956521739,0.15,0.75
0001-03-22,16,0.125,0.333333333333333,0.565217391304348,0.6875,0.4375,0.45,0.722222222222222,0.75,0.5,0.91304347826087,0.8,0.4375
0002-03-22,17,0.5,0.333333333333333,0.434782608695652,0.5625,0.1875,0.2,0.5,0.8125,0.9375,0.0869565217391304,0.05,0.25
0003-03-22,18,0.375,0.166666666666667,1,0.0625,0.3125,0.95,0.5,0.9375,0.1875,0.739130434782609,0.3,0.875
0004-03-22,19,0.125,0.5,0.739130434782609,0,0.125,0.8,0.5,0.0625,0.9375,0.130434782608696,0.65,0.3125
0005-03-22,20,0.25,0.277777777777778,0.608695652173913,0,0.0625,0.25,0.277777777777778,0.375,1,0.0869565217391304,0.3,0.875
0006-03-22,21,0.375,0.611111111111111,0.739130434782609,0.5625,0.875,0.3,0.277777777777778,0,0.5,0.739130434782609,0.35,0.1875
0007-03-22,22,0.75,0.722222222222222,1,0.5,0.875,0.45,0.666666666666667,0.25,0.9375,0.434782608695652,0,0.125
0008-03-22,23,0.75,0.333333333333333,0.782608695652174,1,0.9375,0.25,0.277777777777778,0.8125,0.3125,0.695652173913043,0.55,0
0009-03-22,0,0.6875,0.611111111111111,0.608695652173913,0.3125,0.9375,0.45,0.0555555555555556,0.1875,0,0.608695652173913,0.9,0.3125
0010-03-22,1,1,0.5,0.565217391304348,0.6875,1,0.2,0.388888888888889,0.5,0.125,0.521739130434783,0.4,0.5625
0011-03-22,2,0.875,0.111111111111111,0.521739130434783,0.4375,0.625,0.7,1,0.375,0.625,0.260869565217391,0.75,0.75
0012-03-22,3,0.5625,0.166666666666667,0.695652173913043,0.4375,0.125,0.15,0.888888888888889,0.9375,0.3125,0.826086956521739,0.6,0.875
0013-03-22,4,0.875,0.0555555555555556,0.391304347826087,0.25,0.5,0.25,0.611111111111111,0.25,0.9375,0.173913043478261,1,0.375
0014-03-22,5,0.625,0.611111111111111,0.91304347826087,0.75,0.75,0.45,0.222222222222222,0.3125,0.75,0.217391304347826,0.95,0.25
0015-03-22,6,0.6875,0.722222222222222,0.434782608695652,0.8125,0.3125,0.4,0.222222222222222,0.875,0.1875,0.652173913043478,0.55,0.75
0016-03-22,7,0.375,0.222222222222222,1,0.5,0.9375,0.6,0.944444444444444,0,0.375,0.0869565217391304,0.95,0.8125
0017-03-22,8,0.9375,1,0.869565217391304,0.8125,0.125,0.9,0.166666666666667,0,0.375,0.347826086956522,0.2,0.0625
0018-03-22,9,0.8125,0.277777777777778,0.304347826086957,0.0625,0.1875,0.9,0.0555555555555556,0.0625,0.9375,0.869565217391304,0.55,0.8125
0019-03-22,10,0.25,0.166666666666667,0.304347826086957,0.5625,0.8125,0.2,0.166666666666667,0.75,0.6875,1,0.95,0.9375
0020-03-22,11,0.8125,0.944444444444444,0.652173913043478,0.5,0.5625,0.05,0.611111111111111,0.9375,0.4375,0.608695652173913,0.2,0.125
0021-03-22,12,0.875,0.388888888888889,0.869565217391304,0.1875,0.625,0.15,0.222222222222222,0.1875,0.4375,0,0.3,0
0022-03-22,13,0.5,0.611111111111111,0.173913043478261,0.25,0.9375,0.95,0.0555555555555556,0.875,0.3125,0.173913043478261,0.55,0.6875
0023-03-22,14,0.5,1,1,0.375,1,0.4,0,0.8125,0.375,0.782608695652174,0,0.375
0024-03-22,15,0.5,0.111111111111111,0.956521739130435,0.125,0.9375,0.55,0,0.5,0.875,0.304347826086957,0.9,0.5625
0025-03-22,16,0.8125,0.777777777777778,0.260869565217391,0.0625,0.6875,0.25,0.166666666666667,0.9375,0.375,0.391304347826087,0.3,0.875
0026-03-22,17,0,0,0.434782608695652,0.6875,0.125,0.35,0.0555555555555556,0.25,0.1875,0,0.1,0.375
0027-03-22,18,0.3125,0.666666666666667,0.826086956521739,0.6875,0.375,0.7,0.333333333333333,0.25,0.9375,0.347826086956522,0.4,0.625
0028-03-22,19,0.4375,0.833333333333333,0.434782608695652,0.25,0.5,0.45,0.166666666666667,0.125,0.875,0.652173913043478,0.9,0.5625
0029-03-22,20,0.9375,0.0555555555555556,0.304347826086957,0.5625,0.5,0.55,0.888888888888889,1,0.4375,0.347826086956522,0.75,0.9375
0030-03-22,21,0.4375,0.333333333333333,0.608695652173913,0.0625,0.1875,0.3,0.111111111111111,0.4375,0.0625,0.434782608695652,1,0.0625
0031-03-22,22,0.625,0.277777777777778,0.0869565217391304,0.25,0.0625,0.5,0.666666666666667,0.9375,0,0.217391304347826,0.6,1
0001-04-22,23,0.3125,0.611111111111111,0.260869565217391,0.0625,0,0.95,0.277777777777778,0.5625,0.6875,0.869565217391304,0.6,0.5625
0002-04-22,0,0.5,0.777777777777778,0.391304347826087,0.4375,0.6875,0.2,0.111111111111111,0.625,0.0625,0.782608695652174,0.15,0.75
0003-04-22,1,0.5,0.388888888888889,0.652173913043478,0.125,0.625,0.7,0.944444444444444,0.4375,0.375,0.652173913043478,0.65,0.9375
0004-04-22,2,0,0.166666666666667,0.260869565217391,0.375,0.6875,0.65,0.833333333333333,0.4375,0.75,0.521739130434783,0.3,0.4375
0005-04-22,3,1,0.333333333333333,0.478260869565217,0.9375,0.75,0.1,0,0.5625,0.0625,0.434782608695652,1,0.125
0006-04-22,4,0.625,0.333333333333333,0.91304347826087,0.5,0.1875,0.35,0.111111111111111,0.9375,0.375,0.173913043478261,0.6,0.0625
0007-04-22,5,0.0625,0.666666666666667,0.869565217391304,0.3125,0.4375,0.9,0.777777777777778,0.8125,0.3125,1,0.55,0.5625
0008-04-22,6,0.5,1,0.826086956521739,0.8125,0.625,0.5,0,0.8125,0.4375,0.478260869565217,0.95,0.5625
0009-04-22,7,0.125,1,0.608695652173913,0.8125,0.5,0.4,0.5,0.5625,0.0625,0.217391304347826,0.75,0.8125
0010-04-22,8,0.8125,0.944444444444444,0.0869565217391304,0.0625,0.75,0.2,0.833333333333333,0.0625,0.6875,0.173913043478261,0.9,0.75
0011-04-22,9,0.6875,0.555555555555556,0.608695652173913,0.1875,0.625,0.2,0.222222222222222,0.875,0.1875,0.391304347826087,0.75,0.5
0012-04-22,10,0.5625,0.777777777777778,0.652173913043478,0.375,0.75,0.95,0.111111111111111,0.3125,1,0.869565217391304,0.9,0.1875
0013-04-22,11,0.25,0.944444444444444,0.782608695652174,1,0.6875,0.15,0.888888888888889,0.9375,0,0,0.7,0.125
0014-04-22,12,1,1,0.260869565217391,0.0625,0.625,0.2,0.166666666666667,0.25,0.875,0.652173913043478,0.9,0.8125
0015-04-22,13,0.4375,0.5,0.565217391304348,0.4375,0.4375,0.35,0.666666666666667,0.5625,0.25,0.91304347826087,0.9,0.5625
0016-04-22,14,0.0625,0.444444444444444,0.652173913043478,0.0625,0.25,0.15,0.555555555555556,0.5625,0.5625,0.608695652173913,0.5,0.875
0017-04-22,15,0.8125,0.888888888888889,0.652173913043478,0.125,0.4375,0.95,0.166666666666667,0.125,0.375,0.652173913043478,0.4,0.75
0018-04-22,16,0.125,0.0555555555555556,0.347826086956522,0.875,0.5,1,0.555555555555556,0.5,0.0625,0.695652173913043,0.7,0.875
0019-04-22,17,0.625,1,0.695652173913043,0.6875,0.9375,0.7,0.277777777777778,0.8125,0.75,0.739130434782609,1,0.375
0020-04-22,18,0.3125,1,0.695652173913043,0.625,0.5625,0.2,0.666666666666667,0.625,0.625,1,0.2,0.375
0021-04-22,19,1,0.0555555555555556,0.695652173913043,0.875,0.6875,0.8,0.0555555555555556,0.0625,0.1875,0.260869565217391,0.85,0
0022-04-22,20,0.375,0.777777777777778,0.695652173913043,1,0.75,0.9,0.833333333333333,0.0625,0.625,0.695652173913043,0.2,0.5
0023-04-22,21,0.6875,0.333333333333333,0.260869565217391,0.375,1,0.9,0.666666666666667,0.6875,0.9375,0.652173913043478,0.15,1
0024-04-22,22,0,0.0555555555555556,0.260869565217391,0.75,0.3125,0.25,0.277777777777778,0.625,0.375,0,0.1,0.375
0025-04-22,23,0.75,0.388888888888889,0.869565217391304,0.5625,0.75,0.35,0.222222222222222,0.8125,0,0,0.25,0.5625
0026-04-22,0,0.9375,0.777777777777778,0.652173913043478,0.875,0.5,0.95,0.222222222222222,0.375,0.1875,0.956521739130435,0.3,1
0027-04-22,1,0.875,0.333333333333333,0.304347826086957,0.125,0.8125,0.5,0,0.5625,0.4375,0.521739130434783,0.5,0.8125
0028-04-22,2,0.4375,0.277777777777778,0.478260869565217,0.125,0.6875,0.35,0.555555555555556,0.625,0.6875,0.0869565217391304,0.8,0.9375
0029-04-22,3,0,1,0.869565217391304,0.0625,0.375,0.75,1,0.375,1,0.130434782608696,0.4,1
0030-04-22,4,0.375,0.111111111111111,0.130434782608696,0.625,0.25,0.8,0.0555555555555556,0.5625,0.375,0.260869565217391,0.95,0.375
0001-05-22,5,0.375,0,0.434782608695652,1,0.625,0.25,0.388888888888889,0.6875,0.5,1,0.45,0.9375
0002-05-22,6,0.75,0.611111111111111,0.608695652173913,0.75,0.25,0.8,0.388888888888889,0.75,0.375,0.91304347826087,0.15,0.5
0003-05-22,7,0.8125,0.777777777777778,0.130434782608696,0.25,0.875,0.4,0.833333333333333,0.8125,0,0.565217391304348,0.35,0.3125
0004-05-22,8,0.25,0.833333333333333,0.782608695652174,0,0,0.85,1,0.5,0,0.304347826086957,0.35,0.125
0005-05-22,9,0.0625,0.5,0.739130434782609,0.0625,0.375,0.2,0.555555555555556,0.5625,0.375,0.260869565217391,0.15,0.375
0006-05-22,10,0.5,1,0.260869565217391,0.25,1,0.55,0.111111111111111,0.625,0.3125,1,0.15,0.5
0007-05-22,11,0.6875,0.888888888888889,0.869565217391304,0.75,0.1875,0.3,0.333333333333333,0.25,0.625,0.565217391304348,0.4,0.5
0008-05-22,12,0.125,0.833333333333333,0.0434782608695652,0.8125,0.875,0.7,0.444444444444444,0.8125,0.5625,0.695652173913043,0.8,0.625
0009-05-22,13,0.5625,0.444444444444444,0.434782608695652,0.5625,0.125,0.3,0.166666666666667,0.5,0.9375,0.652173913043478,0,0.25
0010-05-22,14,0.5625,0,0.826086956521739,0.8125,0.5625,0.7,0.0555555555555556,0.5625,0.5,0.0869565217391304,0.35,0.5625
0011-05-22,15,0.6875,1,0.652173913043478,0.125,0.1875,0.95,0,0.5,1,0.652173913043478,0.45,0.1875
0012-05-22,16,0.25,0.222222222222222,0.130434782608696,0.6875,0.125,0.15,0.5,0.3125,0.625,0.956521739130435,0.45,0.25
0013-05-22,17,0.5625,0.111111111111111,0.565217391304348,0.6875,1,0.3,0.277777777777778,0.1875,0.625,0.0869565217391304,0.65,0.375
0014-05-22,18,0.0625,0.388888888888889,0.0869565217391304,0.1875,0.875,0.25,0.666666666666667,0,0.3125,0,0.85,0.75
0015-05-22,19,0.1875,0.722222222222222,0.565217391304348,0.4375,0.25,0.35,0.611111111111111,0.875,0.5,0.695652173913043,0.9,0.1875
0016-05-22,20,1,0.5,1,1,0.1875,0.3,0.888888888888889,0.125,0.75,0.0434782608695652,0.35,0.6875
0017-05-22,21,0.5625,0.666666666666667,0.521739130434783,0.6875,0.9375,0.45,0.777777777777778,0.1875,0.9375,0.434782608695652,0.7,0.5625
0018-05-22,22,0.25,0,0.0869565217391304,0.4375,0.5,0.9,0.888888888888889,0.625,0.5,0,0.1,1
0019-05-22,23,0.125,0.833333333333333,0.173913043478261,0.6875,0.3125,0.15,0.777777777777778,0.5625,0.3125,0.217391304347826,0.5,0.9375
0020-05-22,0,0.5625,0.444444444444444,0.521739130434783,0.125,0.3125,0.3,0.611111111111111,0.3125,0.625,0.391304347826087,0.2,0.4375
0021-05-22,1,0.25,0.222222222222222,0.739130434782609,0.1875,0.8125,0.35,1,0.0625,0.125,0.521739130434783,0.1,1
0022-05-22,2,0.5,0.777777777777778,0.0869565217391304,0.4375,0.4375,0.35,0.444444444444444,0.1875,0.625,0.521739130434783,0.75,0.625
0023-05-22,3,0.0625,0.444444444444444,0.695652173913043,0.9375,0.625,0.45,0.5,0.1875,0.5,0.869565217391304,0.65,0.0625
0024-05-22,4,0.25,0.611111111111111,0.130434782608696,0.1875,0.6875,0.95,0.388888888888889,0.125,0.6875,0.739130434782609,0.3,0.0625
0025-05-22,5,0.3125,0.277777777777778,0.826086956521739,0.5625,0.1875,0.6,1,1,0.625,0.869565217391304,0.8,0.125
0026-05-22,6,0.5625,0.944444444444444,0.173913043478261,0.25,0.875,0.45,0.444444444444444,0.4375,0.4375,0.130434782608696,0.65,0.5625
0027-05-22,7,0.1875,0.5,0.565217391304348,0.9375,0.125,0.5,0.277777777777778,0.625,0.875,0.782608695652174,0.05,0.9375
0028-05-22,8,0.125,0.944444444444444,0.130434782608696,0.5,0.25,0.55,0.0555555555555556,0.625,0,0.391304347826087,0.95,0.6875
0029-05-22,9,0.1875,0.166666666666667,0.0434782608695652,0.6875,0.8125,0.95,1,0.3125,0.6875,0.956521739130435,0.55,0
0030-05-22,10,0.125,0.777777777777778,0.130434782608696,0.375,0.625,0.65,0.444444444444444,0.5,1,0.130434782608696,0.8,0.75
0031-05-22,11,0.6875,0.277777777777778,0.565217391304348,0.5625,0.125,0.5,0.722222222222222,0.25,0.5625,0.521739130434783,0.25,0.6875
0001-06-22,12,0.875,0.5,0.782608695652174,0.3125,0.875,0.8,0,0.75,0.0625,0.173913043478261,0.75,0
0002-06-22,13,0.8125,0.222222222222222,0,1,0.625,0.8,0.777777777777778,1,0.625,0.826086956521739,0.9,1
0003-06-22,14,0.3125,0.611111111111111,0.739130434782609,0.375,0.8125,0.7,0.722222222222222,0.375,0.0625,0.521739130434783,0.55,0.25
0004-06-22,15,0.75,0.277777777777778,0.956521739130435,1,0.375,0.1,0.833333333333333,0.3125,0.9375,0.0434782608695652,0.7,0.25
0005-06-22,16,0.8125,0.277777777777778,0.391304347826087,0,0.875,0.8,0.222222222222222,0.875,0.875,0.826086956521739,0.3,0.25
0006-06-22,17,0.9375,0.277777777777778,0.565217391304348,0.875,0.5625,0.2,0.833333333333333,0.3125,0.5,0.869565217391304,0.4,0.75
0007-06-22,18,0.875,0.611111111111111,0.782608695652174,0.9375,0.1875,0.9,0.833333333333333,0.25,0.3125,0.434782608695652,0.1,0
0008-06-22,19,0.6875,0,0.521739130434783,0.8125,0.625,0.6,0.888888888888889,0.25,0.375,0.652173913043478,0.6,0.1875
0009-06-22,20,0.6875,1,0.565217391304348,0.8125,0.25,0.25,0.111111111111111,0,0.4375,0.478260869565217,0.75,0.5
0010-06-22,21,0.4375,0.555555555555556,0.260869565217391,0.875,0.5625,0.35,0.888888888888889,0.6875,0,0.695652173913043,0.15,0.625
0011-06-22,22,0.375,0.444444444444444,0.521739130434783,0.4375,0.75,0.25,0.166666666666667,0.1875,0.125,0.869565217391304,0.05,0.5
0012-06-22,23,0.8125,0.388888888888889,0.869565217391304,0.625,0.375,0.1,0.111111111111111,0.0625,0.4375,0.173913043478261,0.85,0.75
0013-06-22,0,0.25,0.5,0.956521739130435,0.4375,1,0.55,0.666666666666667,0.375,0.375,0.391304347826087,0.8,0.5
0014-06-22,1,1,0.277777777777778,0.478260869565217,0.3125,1,0.35,0.555555555555556,0.5,0.125,0.782608695652174,0.45,0.875
0015-06-22,2,0.375,0.388888888888889,0.521739130434783,0.1875,0.625,0.35,0.5,0.75,0.375,0.869565217391304,0.6,0.1875
0016-06-22,3,0.375,0.555555555555556,0.956521739130435,0.25,0.4375,0.75,0.666666666666667,0.25,0.4375,0.434782608695652,0.6,0.0625
0017-06-22,4,0.8125,1,0.695652173913043,0.9375,1,0.35,0.333333333333333,0.9375,0.5625,0.347826086956522,0.3,0.875
0018-06-22,5,0.125,1,0,0.3125,0.4375,0.25,0.222222222222222,0.4375,0.5625,0.0869565217391304,1,0.375
0019-06-22,6,0.9375,0.888888888888889,0.0434782608695652,0.625,0.6875,0.8,0.388888888888889,0,0.6875,0.695652173913043,0,0.875
0020-06-22,7,0.125,0.333333333333333,0.695652173913043,0.8125,0.875,0.2,0.5,0,0.3125,0.130434782608696,0.5,0.5625
0021-06-22,8,0.875,0.833333333333333,0.608695652173913,0.875,0.875,0.85,0.944444444444444,0,0.875,0.0434782608695652,0.75,0.625
0022-06-22,9,0.5,1,0.391304347826087,0,0.375,0.85,0.388888888888889,0.25,0.9375,0.869565217391304,0.3,0.5625
0023-06-22,10,0.375,0.944444444444444,0.391304347826087,0.75,0.125,0.8,0.611111111111111,0.875,0.6875,0.91304347826087,0.7,0.0625
0024-06-22,11,0.1875,0.444444444444444,0.869565217391304,0,0.5625,1,0.722222222222222,0.125,0.0625,0.391304347826087,0.95,0.25
0025-06-22,12,0.8125,0,0.91304347826087,0.0625,0.125,0.9,0.166666666666667,0.8125,0.0625,0.695652173913043,0.4,0.6875
0026-06-22,13,0.4375,0.388888888888889,0.173913043478261,0.4375,0.25,0.35,0.888888888888889,0.4375,0.5,0.521739130434783,0.55,0.25
0027-06-22,14,0.25,0.111111111111111,0.652173913043478,0.4375,0.1875,0.5,0.833333333333333,0.6875,1,0.434782608695652,0.8,0.9375
0028-06-22,15,0.4375,0.388888888888889,0.304347826086957,0.4375,0.375,0.6,1,0.9375,0.625,0.391304347826087,0.1,0.875
0029-06-22,16,0.3125,0.388888888888889,0.304347826086957,0.5625,0.3125,0.2,0,0,0.9375,0.304347826086957,0.4,0.125
0030-06-22,17,0.1875,0.611111111111111,0.782608695652174,0.3125,0.3125,0.8,0.611111111111111,0.625,0.9375,0.478260869565217,0.8,0.25
0001-07-22,18,0.6875,0.333333333333333,0.826086956521739,0.875,0.875,0.95,0.888888888888889,0.875,0.0625,0.565217391304348,0.4,0.9375
0002-07-22,19,0.5,0.833333333333333,0.739130434782609,0.75,0.875,0.7,0.444444444444444,0.9375,0.0625,0.565217391304348,0.35,0.125
0003-07-22,20,0.8125,0.833333333333333,0.695652173913043,0.3125,0,0,0.611111111111111,0.125,0.75,0.782608695652174,0.65,0.25
0004-07-22,21,0.5625,0.555555555555556,0.826086956521739,1,0.3125,0,0.111111111111111,0.875,0.9375,0.782608695652174,0.85,0.8125
0005-07-22,22,0.0625,0.666666666666667,0.0434782608695652,0.375,0.0625,0.1,0.5,1,0.5,0.0869565217391304,0.1,0.0625
0006-07-22,23,0.5,0.111111111111111,0.478260869565217,0.5,0.375,0.9,0.277777777777778,0.75,0.0625,0.521739130434783,0.25,0.3125
0007-07-22,0,0.6875,0.666666666666667,0.956521739130435,1,0.0625,0.7,0.888888888888889,0.625,1,0.826086956521739,0.3,0.625
0008-07-22,1,0.4375,0.555555555555556,0.695652173913043,1,1,0.65,0.555555555555556,0.625,0.625,0.478260869565217,0.15,0.375
0009-07-22,2,0.8125,0.277777777777778,0.260869565217391,0.0625,0.5625,0.4,1,0.5625,0.5625,0.173913043478261,0.55,0.1875
0010-07-22,3,1,1,0.130434782608696,0.875,1,0.8,0.333333333333333,0.9375,0.625,0.434782608695652,0.7,0.8125
0011-07-22,4,0.9375,0.277777777777778,0.0869565217391304,0.9375,0.9375,0.35,0.5,0.9375,0.25,0.304347826086957,0.2,0.8125
0012-07-22,5,0.6875,0.555555555555556,0.608695652173913,0.875,0.3125,0.6,0.944444444444444,0,0.5,0.260869565217391,0.8,0.5
0013-07-22,6,0.875,0.833333333333333,0.347826086956522,0.1875,0.25,1,0.777777777777778,0.3125,0.125,0.478260869565217,0.4,0.5625
0014-07-22,7,0.8125,0.555555555555556,0.434782608695652,0.0625,0.6875,0.6,0.944444444444444,0.125,0.9375,0.130434782608696,0.55,0.1875
0015-07-22,8,0.875,0.777777777777778,0.956521739130435,0.25,0.0625,0.4,0.0555555555555556,0.3125,0.375,0.565217391304348,0.9,0.125
0016-07-22,9,1,0.166666666666667,0.565217391304348,0.375,1,0.95,0.333333333333333,0.0625,0.625,0.608695652173913,1,1
0017-07-22,10,0,0.611111111111111,1,0.125,0.875,0.55,0.833333333333333,0.25,0,0.565217391304348,0.4,0.6875
0018-07-22,11,1,0.166666666666667,0.0869565217391304,0,0.5625,0.8,0.888888888888889,0.125,0.4375,0.608695652173913,0.25,0.5
0019-07-22,12,1,0.5,0.434782608695652,0.1875,0.75,0.1,0.166666666666667,0.25,0.5,0.478260869565217,0.3,0
0020-07-22,13,0.375,0.444444444444444,0.695652173913043,0.1875,0.0625,0.7,0.777777777777778,0.25,0.1875,0.652173913043478,0.25,0.375
0021-07-22,14,0,0.222222222222222,0.739130434782609,0.1875,0.4375,0.65,0.555555555555556,0.875,0.125,0.0869565217391304,0.7,0.5
0022-07-22,15,0.5,0.666666666666667,0.695652173913043,0.5,0.75,0.75,0.0555555555555556,0.6875,0.5,0.869565217391304,0.65,0.5625
0023-07-22,16,0.875,0.0555555555555556,0,0.875,0.5,0.8,0.555555555555556,0.3125,0.625,0.695652173913043,1,0.1875
0024-07-22,17,0.75,0.611111111111111,0.217391304347826,1,0.875,0.55,0.888888888888889,0.6875,0.4375,0.0869565217391304,0.45,0.375
0025-07-22,18,0,0.555555555555556,0.434782608695652,0.5625,0.25,0.9,0.222222222222222,0.875,0.4375,0.739130434782609,0.25,0.0625
0026-07-22,19,0.625,0.555555555555556,0,0.875,0.8125,0.65,0.388888888888889,0.25,0.8125,0.869565217391304,0.85,0.1875
0027-07-22,20,0.1875,0.333333333333333,0.173913043478261,0.25,0.875,0.3,0.277777777777778,0.875,0.625,0.869565217391304,0.65,0.5625
0028-07-22,21,0.1875,0.0555555555555556,0.434782608695652,0.125,0.6875,0.15,0.166666666666667,0.4375,0.75,0.826086956521739,0.35,0.25
0029-07-22,22,0.1875,0.888888888888889,0.434782608695652,0.5625,0,0.95,0.5,0.9375,0.5625,0.652173913043478,0.15,1
0030-07-22,23,0.6875,0.611111111111111,0.565217391304348,0.125,0.375,0.3,0.666666666666667,0.625,0,0.434782608695652,0.4,0.5
0031-07-22,0,0.3125,1,0.0869565217391304,0.3125,0.1875,0.4,0.166666666666667,0.75,0.5,0.782608695652174,0.5,0.5
0001-08-22,1,0.5,0.166666666666667,0,0.625,0.625,0.15,1,0,0.9375,0.869565217391304,0.05,0.75
0002-08-22,2,0,0.444444444444444,0.217391304347826,0.875,0.8125,0.55,0.944444444444444,0.9375,0.4375,0.478260869565217,0.7,1
0003-08-22,3,0.375,0.333333333333333,0.478260869565217,0.8125,0,0.05,0.0555555555555556,0,0.625,0.173913043478261,0.6,0.625
0004-08-22,4,0.9375,0.166666666666667,0.869565217391304,0.375,0.875,0.3,0.666666666666667,0.5,0.3125,0.391304347826087,0.05,0.5
0005-08-22,5,0.4375,0.222222222222222,0.826086956521739,0.0625,0,0.65,0.833333333333333,0.8125,0.375,0.826086956521739,0.05,0.125
